year,province,race,in_custody_community,avg_length
2017,MB,Other Minority,Community,1810.634146
2017,ON,Other Minority,Community,1854.649402
2017,QC,Other Minority,Community,1452.893805
2017,NB,Other Minority,Community,1647.222222
2017,NL,Other Minority,Community,1226
2017,PE,Other Minority,Community,731
2017,NS,Other Minority,Community,1233.952381
2017,NW,Other Minority,Community,NA
2017,YU,Other Minority,Community,NA
2017,NU,Other Minority,Community,NA
2018,National,Black,Community,1764.540496
2018,BC,Black,Community,1740.473684
2018,AB,Black,Community,1565.962963
2018,SK,Black,Community,0
2018,MB,Black,Community,1475.2
2018,ON,Black,Community,1834.172131
2018,QC,Black,Community,1752.626263
2018,NB,Black,Community,2888.222222
2018,NL,Black,Community,1067
2018,PE,Black,Community,1096
2018,NS,Black,Community,1392.613636
2018,NW,Black,Community,NA
2018,YU,Black,Community,915
2018,NU,Black,Community,NA
2018,National,White,Community,1345.875288
2018,BC,White,Community,1365.110169
2018,AB,White,Community,1296.384286
2018,SK,White,Community,948.699187
2018,MB,White,Community,1447.352941
2018,ON,White,Community,1348.290441
2018,QC,White,Community,1415.348137
2018,NB,White,Community,1357.601533
2018,NL,White,Community,1262.45
2018,PE,White,Community,1137.769231
2018,NS,White,Community,1095.017361
2018,NW,White,Community,2557
2018,YU,White,Community,264.3333333
2018,NU,White,Community,NA
2018,National,Aboriginal,Community,1334.567694
2018,BC,Aboriginal,Community,1425.320872
2018,AB,Aboriginal,Community,1232.718147
2018,SK,Aboriginal,Community,1375.560976
2018,MB,Aboriginal,Community,1270.128342
2018,ON,Aboriginal,Community,1281.350211
2018,QC,Aboriginal,Community,1449.768041
2018,NB,Aboriginal,Community,1363.151515
2018,NL,Aboriginal,Community,980.75
2018,PE,Aboriginal,Community,NA
2018,NS,Aboriginal,Community,1127.054054
2018,NW,Aboriginal,Community,895.8333333
2018,YU,Aboriginal,Community,943
2018,NU,Aboriginal,Community,2271.25
2018,National,Other Minority,Community,1684.602679
2018,BC,Other Minority,Community,1945.384181
2018,AB,Other Minority,Community,1448.292517
2018,SK,Other Minority,Community,1069.659091
2018,MB,Other Minority,Community,1746.02439
2018,ON,Other Minority,Community,1781.3
2018,QC,Other Minority,Community,1582.410853
2018,NB,Other Minority,Community,1789.555556
2018,NL,Other Minority,Community,990.4
2018,PE,Other Minority,Community,NA
2018,NS,Other Minority,Community,1479.384615
2018,NW,Other Minority,Community,1270
2018,YU,Other Minority,Community,NA
2018,NU,Other Minority,Community,NA
