Year,Province,Race,Sex,In Custody / Community,Avg Length,Arrested
2017,MB,White,Female,In Custody,0,0
2017,ON,White,Female,In Custody,"1,206",101
2017,QC,White,Female,In Custody,"1,031",82
2017,NB,White,Female,In Custody,0,0
2017,NL,White,Female,In Custody,0,0
2017,PE,White,Female,In Custody,0,0
2017,NS,White,Female,In Custody,975,53
2017,NW,White,Female,In Custody,0,0
2017,YU,White,Female,In Custody,0,0
2017,NU,White,Female,In Custody,0,0
2017,National,Aboriginal,Female,In Custody,"1,067",250
2017,BC,Aboriginal,Female,In Custody,"1,164",43
2017,AB,Aboriginal,Female,In Custody,"1,074",91
2017,SK,Aboriginal,Female,In Custody,"1,236",41
2017,MB,Aboriginal,Female,In Custody,0,0
2017,ON,Aboriginal,Female,In Custody,895,39
2017,QC,Aboriginal,Female,In Custody,858,24
2017,NB,Aboriginal,Female,In Custody,0,0
2017,NL,Aboriginal,Female,In Custody,0,0
2017,PE,Aboriginal,Female,In Custody,0,0
2017,NS,Aboriginal,Female,In Custody,"1,065",12
2017,NW,Aboriginal,Female,In Custody,0,0
2017,YU,Aboriginal,Female,In Custody,0,0
2017,NU,Aboriginal,Female,In Custody,0,0
2017,National,Other Minority,Female,In Custody,"1,373",60
2017,BC,Other Minority,Female,In Custody,"1,214",8
2017,AB,Other Minority,Female,In Custody,"1,863",13
2017,SK,Other Minority,Female,In Custody,639,6
2017,MB,Other Minority,Female,In Custody,0,0
2017,ON,Other Minority,Female,In Custody,"1,440",22
2017,QC,Other Minority,Female,In Custody,"1,205",9
2017,NB,Other Minority,Female,In Custody,0,0
2017,NL,Other Minority,Female,In Custody,0,0
2017,PE,Other Minority,Female,In Custody,0,0
2017,NS,Other Minority,Female,In Custody,"1,056",2
2017,NW,Other Minority,Female,In Custody,0,0
2017,YU,Other Minority,Female,In Custody,0,0
2017,NU,Other Minority,Female,In Custody,0,0
2017,National,Black,Male,In Custody,"1,562","1,258"
2017,BC,Black,Male,In Custody,"1,545",91
2017,AB,Black,Male,In Custody,"1,470",113
2017,SK,Black,Male,In Custody,"1,326",20
2017,MB,Black,Male,In Custody,"1,783",24
2017,ON,Black,Male,In Custody,"1,547",629
2017,QC,Black,Male,In Custody,"1,563",254
2017,NB,Black,Male,In Custody,"1,616",84
2017,NL,Black,Male,In Custody,0,0
2017,PE,Black,Male,In Custody,0,0
2017,NS,Black,Male,In Custody,"1,946",43
2017,NW,Black,Male,In Custody,0,0
2017,YU,Black,Male,In Custody,0,0
2017,NU,Black,Male,In Custody,0,0
2017,National,White,Male,In Custody,"1,475","7,775"
2017,BC,White,Male,In Custody,"1,351","1,062"
2017,AB,White,Male,In Custody,"1,449","1,059"
2017,SK,White,Male,In Custody,"1,406",249
2017,MB,White,Male,In Custody,"1,478",242
2017,ON,White,Male,In Custody,"1,252","1,728"
2017,QC,White,Male,In Custody,"1,707","2,498"
2017,NB,White,Male,In Custody,"1,465",633
2017,NL,White,Male,In Custody,0,0
2017,PE,White,Male,In Custody,0,0
2017,NS,White,Male,In Custody,"1,426",304
2017,NW,White,Male,In Custody,0,0
2017,YU,White,Male,In Custody,0,0
2017,NU,White,Male,In Custody,0,0
2017,National,Aboriginal,Male,In Custody,"1,402","3,525"
2017,BC,Aboriginal,Male,In Custody,"1,250",629
2017,AB,Aboriginal,Male,In Custody,"1,514",731
2017,SK,Aboriginal,Male,In Custody,"1,427",644
2017,MB,Aboriginal,Male,In Custody,"1,474",490
2017,ON,Aboriginal,Male,In Custody,"1,334",450
2017,QC,Aboriginal,Male,In Custody,"1,437",424
2017,NB,Aboriginal,Male,In Custody,"1,196",121
2017,NL,Aboriginal,Male,In Custody,0,0
2017,PE,Aboriginal,Male,In Custody,0,0
2017,NS,Aboriginal,Male,In Custody,"1,449",36
2017,NW,Aboriginal,Male,In Custody,0,0
2017,YU,Aboriginal,Male,In Custody,0,0
2017,NU,Aboriginal,Male,In Custody,0,0
2017,National,Other Minority,Male,In Custody,"1,463","1,426"
2017,BC,Other Minority,Male,In Custody,"1,336",201
2017,AB,Other Minority,Male,In Custody,"1,389",169
2017,SK,Other Minority,Male,In Custody,"1,389",134
2017,MB,Other Minority,Male,In Custody,"1,439",56
2017,ON,Other Minority,Male,In Custody,"1,569",616
2017,QC,Other Minority,Male,In Custody,"1,456",199
2017,NB,Other Minority,Male,In Custody,"1,216",36
2017,NL,Other Minority,Male,In Custody,0,0
2017,PE,Other Minority,Male,In Custody,0,0
2017,NS,Other Minority,Male,In Custody,"1,092",15
2017,NW,Other Minority,Male,In Custody,0,0
2017,YU,Other Minority,Male,In Custody,0,0
2017,NU,Other Minority,Male,In Custody,0,0
2018,National,Black,Female,In Custody,"1,284",42
2018,BC,Black,Female,In Custody,"1,095",1
2018,AB,Black,Female,In Custody,"1,608",3
2018,SK,Black,Female,In Custody,0,0
2018,MB,Black,Female,In Custody,0,0
2018,ON,Black,Female,In Custody,"1,188",34
2018,QC,Black,Female,In Custody,"1,800",2
2018,NB,Black,Female,In Custody,0,0
2018,NL,Black,Female,In Custody,0,0
2018,PE,Black,Female,In Custody,0,0
2018,NS,Black,Female,In Custody,"2,010",2
2018,NW,Black,Female,In Custody,0,0
2018,YU,Black,Female,In Custody,0,0
2018,NU,Black,Female,In Custody,0,0
2018,National,White,Female,In Custody,"1,052",332
2018,BC,White,Female,In Custody,853,36
2018,AB,White,Female,In Custody,940,58
2018,SK,White,Female,In Custody,"1,336",13
2018,MB,White,Female,In Custody,0,0
2018,ON,White,Female,In Custody,"1,105",83
2018,QC,White,Female,In Custody,"1,140",77
2018,NB,White,Female,In Custody,0,0
2018,NL,White,Female,In Custody,0,0
2018,PE,White,Female,In Custody,0,0
2018,NS,White,Female,In Custody,"1,035",65
2018,NW,White,Female,In Custody,0,0
2018,YU,White,Female,In Custody,0,0
2018,NU,White,Female,In Custody,0,0
2018,National,Aboriginal,Female,In Custody,"1,154",252
2018,BC,Aboriginal,Female,In Custody,"1,455",38
2018,AB,Aboriginal,Female,In Custody,"1,142",102
2018,SK,Aboriginal,Female,In Custody,"1,249",53
2018,MB,Aboriginal,Female,In Custody,0,0
2018,ON,Aboriginal,Female,In Custody,"1,001",37
2018,QC,Aboriginal,Female,In Custody,676,14
2018,NB,Aboriginal,Female,In Custody,0,0
2018,NL,Aboriginal,Female,In Custody,0,0
2018,PE,Aboriginal,Female,In Custody,0,0
2018,NS,Aboriginal,Female,In Custody,810,8
2018,NW,Aboriginal,Female,In Custody,0,0
2018,YU,Aboriginal,Female,In Custody,0,0
2018,NU,Aboriginal,Female,In Custody,0,0
2018,National,Other Minority,Female,In Custody,"1,390",64
2018,BC,Other Minority,Female,In Custody,"1,356",4
2018,AB,Other Minority,Female,In Custody,"1,669",16
2018,SK,Other Minority,Female,In Custody,449,4
2018,MB,Other Minority,Female,In Custody,0,0
2018,ON,Other Minority,Female,In Custody,"1,590",25
2018,QC,Other Minority,Female,In Custody,"1,045",10
2018,NB,Other Minority,Female,In Custody,0,0
2018,NL,Other Minority,Female,In Custody,0,0
2018,PE,Other Minority,Female,In Custody,0,0
2018,NS,Other Minority,Female,In Custody,966,5
2018,NW,Other Minority,Female,In Custody,0,0
2018,YU,Other Minority,Female,In Custody,0,0
2018,NU,Other Minority,Female,In Custody,0,0
2018,National,Black,Male,In Custody,"1,536","1,150"
2018,BC,Black,Male,In Custody,"1,435",97
2018,AB,Black,Male,In Custody,"1,632",105
2018,SK,Black,Male,In Custody,"1,226",14
2018,MB,Black,Male,In Custody,"1,766",29
2018,ON,Black,Male,In Custody,"1,548",571
2018,QC,Black,Male,In Custody,"1,438",238
2018,NB,Black,Male,In Custody,"1,483",61
2018,NL,Black,Male,In Custody,0,0
2018,PE,Black,Male,In Custody,0,0
2018,NS,Black,Male,In Custody,"2,020",35
2018,NW,Black,Male,In Custody,0,0
2018,YU,Black,Male,In Custody,0,0
2018,NU,Black,Male,In Custody,0,0
2018,National,White,Male,In Custody,"1,439","7,296"
2018,BC,White,Male,In Custody,"1,370","1,072"
2018,AB,White,Male,In Custody,"1,423","1,063"
2018,SK,White,Male,In Custody,"1,158",202
2018,MB,White,Male,In Custody,"1,460",223
2018,ON,White,Male,In Custody,"1,247","1,684"
2018,QC,White,Male,In Custody,"1,675","2,145"
2018,NB,White,Male,In Custody,"1,372",612
2018,NL,White,Male,In Custody,0,0
2018,PE,White,Male,In Custody,0,0
2018,NS,White,Male,In Custody,"1,448",295
2018,NW,White,Male,In Custody,0,0
2018,YU,White,Male,In Custody,0,0
2018,NU,White,Male,In Custody,0,0
2018,National,Aboriginal,Male,In Custody,"1,392","3,538"
2018,BC,Aboriginal,Male,In Custody,"1,311",637
2018,AB,Aboriginal,Male,In Custody,"1,494",755
2018,SK,Aboriginal,Male,In Custody,"1,406",586
2018,MB,Aboriginal,Male,In Custody,"1,469",518
2018,ON,Aboriginal,Male,In Custody,"1,316",486
2018,QC,Aboriginal,Male,In Custody,"1,306",381
2018,NB,Aboriginal,Male,In Custody,"1,291",133
2018,NL,Aboriginal,Male,In Custody,0,0
2018,PE,Aboriginal,Male,In Custody,0,0
2018,NS,Aboriginal,Male,In Custody,"1,574",42
2018,NW,Aboriginal,Male,In Custody,0,0
2018,YU,Aboriginal,Male,In Custody,0,0
2018,NU,Aboriginal,Male,In Custody,0,0
2018,National,Other Minority,Male,In Custody,"1,449","1,458"
2018,BC,Other Minority,Male,In Custody,"1,394",208
2018,AB,Other Minority,Male,In Custody,"1,227",204
2018,SK,Other Minority,Male,In Custody,"1,388",105
2018,MB,Other Minority,Male,In Custody,"1,525",48
2018,ON,Other Minority,Male,In Custody,"1,570",621
2018,QC,Other Minority,Male,In Custody,"1,410",197
2018,NB,Other Minority,Male,In Custody,"1,358",46
2018,NL,Other Minority,Male,In Custody,0,0
2018,PE,Other Minority,Male,In Custody,0,0
2018,NS,Other Minority,Male,In Custody,"1,323",29
2018,NW,Other Minority,Male,In Custody,0,0
2018,YU,Other Minority,Male,In Custody,0,0
2018,NU,Other Minority,Male,In Custody,0,0
2012,National,Black,Female,Community,"1,803",47
2012,BC,Black,Female,Community,"1,916",1
2012,AB,Black,Female,Community,"1,157",2
2012,SK,Black,Female,Community,0,1
2012,MB,Black,Female,Community,0,0
2012,ON,Black,Female,Community,"1,999",34
2012,QC,Black,Female,Community,"1,650",6
2012,NB,Black,Female,Community,0,0
2012,NL,Black,Female,Community,0,0
2012,PE,Black,Female,Community,0,0
2012,NS,Black,Female,Community,873,3
2012,NW,Black,Female,Community,0,0
2012,YU,Black,Female,Community,0,0
2012,NU,Black,Female,Community,0,0
2012,National,White,Female,Community,"1,020",290
2012,BC,White,Female,Community,908,54
2012,AB,White,Female,Community,"1,115",45
2012,SK,White,Female,Community,"1,258",6
2012,MB,White,Female,Community,"1,336",6
2012,ON,White,Female,Community,789,76
2012,QC,White,Female,Community,"1,392",57
2012,NB,White,Female,Community,"1,077",10
2012,NL,White,Female,Community,712,9
2012,PE,White,Female,Community,654,2
2012,NS,White,Female,Community,933,25
2012,NW,White,Female,Community,0,0
2012,YU,White,Female,Community,0,0
2012,NU,White,Female,Community,0,0
2012,National,Aboriginal,Female,Community,"1,071",104
2012,BC,Aboriginal,Female,Community,637,15
2012,AB,Aboriginal,Female,Community,"1,206",21
2012,SK,Aboriginal,Female,Community,"1,465",18
2012,MB,Aboriginal,Female,Community,"1,026",15
2012,ON,Aboriginal,Female,Community,"1,118",21
2012,QC,Aboriginal,Female,Community,411,2
2012,NB,Aboriginal,Female,Community,"2,299",2
2012,NL,Aboriginal,Female,Community,0,0
2012,PE,Aboriginal,Female,Community,0,0
2012,NS,Aboriginal,Female,Community,579,10
2012,NW,Aboriginal,Female,Community,0,0
2012,YU,Aboriginal,Female,Community,0,0
2012,NU,Aboriginal,Female,Community,0,0
2012,National,Other Minority,Female,Community,"1,416",43
2012,BC,Other Minority,Female,Community,"2,079",11
2012,AB,Other Minority,Female,Community,983,3
2012,SK,Other Minority,Female,Community,"2,192",1
2012,MB,Other Minority,Female,Community,"1,095",3
2012,ON,Other Minority,Female,Community,"1,180",20
2012,QC,Other Minority,Female,Community,"1,080",3
2012,NB,Other Minority,Female,Community,"2,010",1
2012,NL,Other Minority,Female,Community,0,0
2012,PE,Other Minority,Female,Community,0,0
2012,NS,Other Minority,Female,Community,731,1
2012,NW,Other Minority,Female,Community,0,0
2012,YU,Other Minority,Female,Community,0,0
2012,NU,Other Minority,Female,Community,0,0
2012,National,Black,Male,Community,"1,503",430
2012,BC,Black,Male,Community,"2,611",15
2012,AB,Black,Male,Community,"1,461",55
2012,SK,Black,Male,Community,"1,198",3
2012,MB,Black,Male,Community,"1,242",8
2012,ON,Black,Male,Community,"1,505",233
2012,QC,Black,Male,Community,"1,459",72
2012,NB,Black,Male,Community,615,5
2012,NL,Black,Male,Community,0,0
2012,PE,Black,Male,Community,0,0
2012,NS,Black,Male,Community,"1,400",39
2012,NW,Black,Male,Community,0,0
2012,YU,Black,Male,Community,0,0
2012,NU,Black,Male,Community,0,0
2012,National,White,Male,Community,"1,334","5,014"
2012,BC,White,Male,Community,"1,260",683
2012,AB,White,Male,Community,"1,238",608
2012,SK,White,Male,Community,"1,106",145
2012,MB,White,Male,Community,"1,184",140
2012,ON,White,Male,Community,"1,305","1,179"
2012,QC,White,Male,Community,"1,482","1,650"
2012,NB,White,Male,Community,"1,368",264
2012,NL,White,Male,Community,"1,205",102
2012,PE,White,Male,Community,736,19
2012,NS,White,Male,Community,"1,194",224
2012,NW,White,Male,Community,0,0
2012,YU,White,Male,Community,0,0
2012,NU,White,Male,Community,0,0
2012,National,Aboriginal,Male,Community,"1,195","1,135"
2012,BC,Aboriginal,Male,Community,"1,245",233
2012,AB,Aboriginal,Male,Community,"1,211",215
2012,SK,Aboriginal,Male,Community,"1,234",192
2012,MB,Aboriginal,Male,Community,"1,095",152
2012,ON,Aboriginal,Male,Community,"1,147",169
2012,QC,Aboriginal,Male,Community,"1,238",121
2012,NB,Aboriginal,Male,Community,"1,461",15
2012,NL,Aboriginal,Male,Community,"1,390",6
2012,PE,Aboriginal,Male,Community,0,0
2012,NS,Aboriginal,Male,Community,886,21
2012,NW,Aboriginal,Male,Community,892,6
2012,YU,Aboriginal,Male,Community,0,0
2012,NU,Aboriginal,Male,Community,850,5
2012,National,Other Minority,Male,Community,"1,622",602
2012,BC,Other Minority,Male,Community,"1,905",149
2012,AB,Other Minority,Male,Community,"1,358",116
2012,SK,Other Minority,Male,Community,"1,252",16
2012,MB,Other Minority,Male,Community,"1,465",49
2012,ON,Other Minority,Male,Community,"1,648",176
2012,QC,Other Minority,Male,Community,"1,628",80
2012,NB,Other Minority,Male,Community,"2,055",4
2012,NL,Other Minority,Male,Community,0,0
2012,PE,Other Minority,Male,Community,0,0
2012,NS,Other Minority,Male,Community,"1,242",12
2012,NW,Other Minority,Male,Community,0,0
2012,YU,Other Minority,Male,Community,0,0
2012,NU,Other Minority,Male,Community,0,0
2013,National,Black,Female,Community,"1,682",61
2013,BC,Black,Female,Community,"1,916",1
2013,AB,Black,Female,Community,"1,157",2
2013,SK,Black,Female,Community,0,1
2013,MB,Black,Female,Community,0,0
2013,ON,Black,Female,Community,"1,792",47
2013,QC,Black,Female,Community,"1,654",7
2013,NB,Black,Female,Community,0,0
2013,NL,Black,Female,Community,0,0
2013,PE,Black,Female,Community,0,0
2013,NS,Black,Female,Community,873,3
2013,NW,Black,Female,Community,0,0
2013,YU,Black,Female,Community,0,0
2013,NU,Black,Female,Community,0,0
2013,National,White,Female,Community,"1,062",305
2013,BC,White,Female,Community,972,51
2013,AB,White,Female,Community,"1,087",51
2013,SK,White,Female,Community,"1,382",5
2013,MB,White,Female,Community,"1,457",5
2013,ON,White,Female,Community,871,87
2013,QC,White,Female,Community,"1,395",58
2013,NB,White,Female,Community,"1,077",10
2013,NL,White,Female,Community,796,7
2013,PE,White,Female,Community,912,1
2013,NS,White,Female,Community,"1,025",30
2013,NW,White,Female,Community,0,0
2013,YU,White,Female,Community,0,0
2013,NU,White,Female,Community,0,0
2013,National,Aboriginal,Female,Community,"1,103",110
2013,BC,Aboriginal,Female,Community,740,16
2013,AB,Aboriginal,Female,Community,"1,220",27
2013,SK,Aboriginal,Female,Community,"1,513",17
2013,MB,Aboriginal,Female,Community,"1,100",12
2013,ON,Aboriginal,Female,Community,"1,126",22
2013,QC,Aboriginal,Female,Community,617,4
2013,NB,Aboriginal,Female,Community,"2,299",2
2013,NL,Aboriginal,Female,Community,0,0
2013,PE,Aboriginal,Female,Community,0,0
2013,NS,Aboriginal,Female,Community,578,10
2013,NW,Aboriginal,Female,Community,0,0
2013,YU,Aboriginal,Female,Community,0,0
2013,NU,Aboriginal,Female,Community,0,0
2013,National,Other Minority,Female,Community,"1,411",48
2013,BC,Other Minority,Female,Community,"2,226",10
2013,AB,Other Minority,Female,Community,959,4
2013,SK,Other Minority,Female,Community,"2,192",1
2013,MB,Other Minority,Female,Community,"1,095",3
2013,ON,Other Minority,Female,Community,"1,212",24
2013,QC,Other Minority,Female,Community,"1,084",4
2013,NB,Other Minority,Female,Community,"2,010",1
2013,NL,Other Minority,Female,Community,0,0
2013,PE,Other Minority,Female,Community,0,0
2013,NS,Other Minority,Female,Community,731,1
2013,NW,Other Minority,Female,Community,0,0
2013,YU,Other Minority,Female,Community,0,0
2013,NU,Other Minority,Female,Community,0,0
2013,National,Black,Male,Community,"1,508",599
2013,BC,Black,Male,Community,"2,307",25
2013,AB,Black,Male,Community,"1,495",54
2013,SK,Black,Male,Community,"1,161",4
2013,MB,Black,Male,Community,"1,969",11
2013,ON,Black,Male,Community,"1,444",349
2013,QC,Black,Male,Community,"1,556",101
2013,NB,Black,Male,Community,"1,149",12
2013,NL,Black,Male,Community,0,0
2013,PE,Black,Male,Community,0,0
2013,NS,Black,Male,Community,"1,483",43
2013,NW,Black,Male,Community,0,0
2013,YU,Black,Male,Community,0,0
2013,NU,Black,Male,Community,0,0
2013,National,White,Male,Community,"1,377","5,303"
2013,BC,White,Male,Community,"1,318",725
2013,AB,White,Male,Community,"1,250",624
2013,SK,White,Male,Community,"1,135",152
2013,MB,White,Male,Community,"1,183",150
2013,ON,White,Male,Community,"1,326","1,298"
2013,QC,White,Male,Community,"1,533","1,738"
2013,NB,White,Male,Community,"1,505",285
2013,NL,White,Male,Community,"1,302",90
2013,PE,White,Male,Community,768,17
2013,NS,White,Male,Community,"1,213",224
2013,NW,White,Male,Community,0,0
2013,YU,White,Male,Community,0,0
2013,NU,White,Male,Community,0,0
2013,National,Aboriginal,Male,Community,"1,223","1,244"
2013,BC,Aboriginal,Male,Community,"1,288",257
2013,AB,Aboriginal,Male,Community,"1,210",235
2013,SK,Aboriginal,Male,Community,"1,248",205
2013,MB,Aboriginal,Male,Community,"1,055",165
2013,ON,Aboriginal,Male,Community,"1,198",193
2013,QC,Aboriginal,Male,Community,"1,356",137
2013,NB,Aboriginal,Male,Community,"1,568",16
2013,NL,Aboriginal,Male,Community,"1,390",6
2013,PE,Aboriginal,Male,Community,0,0
2013,NS,Aboriginal,Male,Community,864,19
2013,NW,Aboriginal,Male,Community,892,6
2013,YU,Aboriginal,Male,Community,0,0
2013,NU,Aboriginal,Male,Community,850,5
2013,National,Other Minority,Male,Community,"1,690",716
2013,BC,Other Minority,Male,Community,"1,997",168
2013,AB,Other Minority,Male,Community,"1,381",125
2013,SK,Other Minority,Male,Community,"1,237",19
2013,MB,Other Minority,Male,Community,"1,489",48
2013,ON,Other Minority,Male,Community,"1,679",235
2013,QC,Other Minority,Male,Community,"1,793",105
2013,NB,Other Minority,Male,Community,"2,009",5
2013,NL,Other Minority,Male,Community,0,0
2013,PE,Other Minority,Male,Community,0,0
2013,NS,Other Minority,Male,Community,"1,313",11
2013,NW,Other Minority,Male,Community,0,0
2013,YU,Other Minority,Male,Community,0,0
2013,NU,Other Minority,Male,Community,0,0
2014,National,Black,Female,Community,"1,720",45
2014,BC,Black,Female,Community,0,0
2014,AB,Black,Female,Community,"1,339",2
2014,SK,Black,Female,Community,0,1
2014,MB,Black,Female,Community,0,0
2014,ON,Black,Female,Community,"1,929",32
2014,QC,Black,Female,Community,"1,577",6
2014,NB,Black,Female,Community,731,1
2014,NL,Black,Female,Community,0,0
2014,PE,Black,Female,Community,0,0
2014,NS,Black,Female,Community,942,3
2014,NW,Black,Female,Community,0,0
2014,YU,Black,Female,Community,0,0
2014,NU,Black,Female,Community,0,0
2014,National,White,Female,Community,"1,032",286
2014,BC,White,Female,Community,901,55
2014,AB,White,Female,Community,"1,212",43
2014,SK,White,Female,Community,"1,017",9
2014,MB,White,Female,Community,"1,382",8
2014,ON,White,Female,Community,896,80
2014,QC,White,Female,Community,"1,274",52
2014,NB,White,Female,Community,936,15
2014,NL,White,Female,Community,840,7
2014,PE,White,Female,Community,0,0
2014,NS,White,Female,Community,913,17
2014,NW,White,Female,Community,0,0
2014,YU,White,Female,Community,0,0
2014,NU,White,Female,Community,0,0
2014,National,Aboriginal,Female,Community,"1,151",118
2014,BC,Aboriginal,Female,Community,938,17
2014,AB,Aboriginal,Female,Community,"1,158",35
2014,SK,Aboriginal,Female,Community,"1,482",15
2014,MB,Aboriginal,Female,Community,985,12
2014,ON,Aboriginal,Female,Community,"1,065",21
2014,QC,Aboriginal,Female,Community,"1,644",7
2014,NB,Aboriginal,Female,Community,"2,233",3
2014,NL,Aboriginal,Female,Community,0,0
2014,PE,Aboriginal,Female,Community,0,0
2014,NS,Aboriginal,Female,Community,582,8
2014,NW,Aboriginal,Female,Community,0,0
2014,YU,Aboriginal,Female,Community,0,0
2014,NU,Aboriginal,Female,Community,0,0
2014,National,Other Minority,Female,Community,"1,571",43
2014,BC,Other Minority,Female,Community,"2,707",9
2014,AB,Other Minority,Female,Community,567,5
2014,SK,Other Minority,Female,Community,"1,552",2
2014,MB,Other Minority,Female,Community,"1,283",6
2014,ON,Other Minority,Female,Community,"1,439",16
2014,QC,Other Minority,Female,Community,"1,495",4
2014,NB,Other Minority,Female,Community,0,0
2014,NL,Other Minority,Female,Community,549,1
2014,PE,Other Minority,Female,Community,0,0
2014,NS,Other Minority,Female,Community,0,0
2014,NW,Other Minority,Female,Community,0,0
2014,YU,Other Minority,Female,Community,0,0
2014,NU,Other Minority,Female,Community,0,0
2014,National,Black,Male,Community,"1,616",468
2014,BC,Black,Male,Community,"2,668",20
2014,AB,Black,Male,Community,"1,513",47
2014,SK,Black,Male,Community,"1,302",4
2014,MB,Black,Male,Community,"1,269",7
2014,ON,Black,Male,Community,"1,627",261
2014,QC,Black,Male,Community,"1,623",85
2014,NB,Black,Male,Community,801,6
2014,NL,Black,Male,Community,0,0
2014,PE,Black,Male,Community,0,0
2014,NS,Black,Male,Community,"1,326",38
2014,NW,Black,Male,Community,0,0
2014,YU,Black,Male,Community,0,0
2014,NU,Black,Male,Community,0,0
2014,National,White,Male,Community,"1,338","4,991"
2014,BC,White,Male,Community,"1,232",713
2014,AB,White,Male,Community,"1,348",571
2014,SK,White,Male,Community,"1,095",119
2014,MB,White,Male,Community,"1,311",148
2014,ON,White,Male,Community,"1,290","1,098"
2014,QC,White,Male,Community,"1,469","1,715"
2014,NB,White,Male,Community,"1,348",269
2014,NL,White,Male,Community,"1,325",105
2014,PE,White,Male,Community,717,22
2014,NS,White,Male,Community,"1,082",231
2014,NW,White,Male,Community,0,0
2014,YU,White,Male,Community,0,0
2014,NU,White,Male,Community,0,0
2014,National,Aboriginal,Male,Community,"1,262","1,200"
2014,BC,Aboriginal,Male,Community,"1,443",251
2014,AB,Aboriginal,Male,Community,"1,164",239
2014,SK,Aboriginal,Male,Community,"1,165",153
2014,MB,Aboriginal,Male,Community,"1,188",168
2014,ON,Aboriginal,Male,Community,"1,205",192
2014,QC,Aboriginal,Male,Community,"1,437",134
2014,NB,Aboriginal,Male,Community,"1,638",15
2014,NL,Aboriginal,Male,Community,"1,235",8
2014,PE,Aboriginal,Male,Community,0,0
2014,NS,Aboriginal,Male,Community,917,27
2014,NW,Aboriginal,Male,Community,"1,041",5
2014,YU,Aboriginal,Male,Community,0,0
2014,NU,Aboriginal,Male,Community,"1,002",8
2014,National,Other Minority,Male,Community,"1,581",676
2014,BC,Other Minority,Male,Community,"1,810",181
2014,AB,Other Minority,Male,Community,"1,340",115
2014,SK,Other Minority,Male,Community,"1,066",30
2014,MB,Other Minority,Male,Community,"1,366",54
2014,ON,Other Minority,Male,Community,"1,660",211
2014,QC,Other Minority,Male,Community,"1,596",66
2014,NB,Other Minority,Male,Community,"1,476",8
2014,NL,Other Minority,Male,Community,"1,256",1
2014,PE,Other Minority,Male,Community,0,0
2014,NS,Other Minority,Male,Community,"1,259",10
2014,NW,Other Minority,Male,Community,0,0
2014,YU,Other Minority,Male,Community,0,0
2014,NU,Other Minority,Male,Community,0,0
2015,National,Black,Female,Community,"1,752",44
2015,BC,Black,Female,Community,0,0
2015,AB,Black,Female,Community,"1,339",2
2015,SK,Black,Female,Community,0,1
2015,MB,Black,Female,Community,0,0
2015,ON,Black,Female,Community,"1,929",32
2015,QC,Black,Female,Community,"1,828",5
2015,NB,Black,Female,Community,731,1
2015,NL,Black,Female,Community,0,0
2015,PE,Black,Female,Community,0,0
2015,NS,Black,Female,Community,942,3
2015,NW,Black,Female,Community,0,0
2015,YU,Black,Female,Community,0,0
2015,NU,Black,Female,Community,0,0
2015,National,White,Female,Community,"1,066",270
2015,BC,White,Female,Community,952,49
2015,AB,White,Female,Community,"1,227",42
2015,SK,White,Female,Community,"1,064",8
2015,MB,White,Female,Community,"1,502",7
2015,ON,White,Female,Community,907,79
2015,QC,White,Female,Community,"1,274",52
2015,NB,White,Female,Community,"1,102",11
2015,NL,White,Female,Community,840,7
2015,PE,White,Female,Community,0,0
2015,NS,White,Female,Community,978,15
2015,NW,White,Female,Community,0,0
2015,YU,White,Female,Community,0,0
2015,NU,White,Female,Community,0,0
2015,National,Aboriginal,Female,Community,"1,166",115
2015,BC,Aboriginal,Female,Community,938,17
2015,AB,Aboriginal,Female,Community,"1,177",34
2015,SK,Aboriginal,Female,Community,"1,549",14
2015,MB,Aboriginal,Female,Community,"1,022",11
2015,ON,Aboriginal,Female,Community,"1,065",21
2015,QC,Aboriginal,Female,Community,"1,644",7
2015,NB,Aboriginal,Female,Community,"2,233",3
2015,NL,Aboriginal,Female,Community,0,0
2015,PE,Aboriginal,Female,Community,0,0
2015,NS,Aboriginal,Female,Community,582,8
2015,NW,Aboriginal,Female,Community,0,0
2015,YU,Aboriginal,Female,Community,0,0
2015,NU,Aboriginal,Female,Community,0,0
2015,National,Other Minority,Female,Community,"1,713",38
2015,BC,Other Minority,Female,Community,"2,707",9
2015,AB,Other Minority,Female,Community,621,3
2015,SK,Other Minority,Female,Community,"1,552",2
2015,MB,Other Minority,Female,Community,"1,689",4
2015,ON,Other Minority,Female,Community,"1,439",16
2015,QC,Other Minority,Female,Community,"1,495",4
2015,NB,Other Minority,Female,Community,0,0
2015,NL,Other Minority,Female,Community,0,0
2015,PE,Other Minority,Female,Community,0,0
2015,NS,Other Minority,Female,Community,0,0
2015,NW,Other Minority,Female,Community,0,0
2015,YU,Other Minority,Female,Community,0,0
2015,NU,Other Minority,Female,Community,0,0
2015,National,Black,Male,Community,"1,633",461
2015,BC,Black,Male,Community,"2,790",19
2015,AB,Black,Male,Community,"1,526",46
2015,SK,Black,Male,Community,"1,302",4
2015,MB,Black,Male,Community,"1,269",7
2015,ON,Black,Male,Community,"1,645",257
2015,QC,Black,Male,Community,"1,640",84
2015,NB,Black,Male,Community,801,6
2015,NL,Black,Male,Community,0,0
2015,PE,Black,Male,Community,0,0
2015,NS,Black,Male,Community,"1,326",38
2015,NW,Black,Male,Community,0,0
2015,YU,Black,Male,Community,0,0
2015,NU,Black,Male,Community,0,0
